ID da Venda,Data da Venda,Preço,Preço Original,Desconto Aplicado,Produto,Categoria,Marca,Canal de Venda,Região,Nome do Funcionário,Quantidade de Vendas,Quantidade em Estoque,Avaliação
V042773,2025-03-04,3450.46,4183.66,733.2,Placa de Vídeo,Componentes,Intel,Venda Direta,Centro-Oeste,Daniela Souza,65,26,4.3
V042774,2024-06-12,356.93,451.65,94.72,Fonte de Alimentação,Componentes,Corsair,Venda Direta,Sul,Daniela Souza,30,55,4.8
V042775,2023-10-05,1576.5,1862.66,286.16,Notebook,Informática,Dell,Loja Física,Centro-Oeste,Fernanda Alves,49,181,1.6
V042776,2023-12-28,459.11,466.41,7.3,Carregador Portátil,Acessórios,Belkin,Loja Física,Centro-Oeste,Eduardo Rocha,1,171,3.7
V042777,2024-06-07,948.0,1119.53,171.53,Placa Mãe,Componentes,Intel,Marketplace,Sul,Bruno Lima,10,192,3.7
V042778,2023-08-24,156.52,180.27,23.75,Lâmpada Inteligente,Eletrônicos,LG,E-commerce,Sudeste,Daniela Souza,56,138,1.9
V042779,2023-07-18,215.38,298.18,82.8,Roteador,Rede,TP-Link,E-commerce,Centro-Oeste,Ana Costa,16,65,1.8
V042780,2023-02-28,56.4,60.11,3.71,Scanner,Periféricos,HP,Marketplace,Nordeste,Daniela Souza,91,163,3.9
V042781,2025-02-27,519.95,549.7,29.75,Gabinete,Componentes,NVIDIA,Loja Física,Centro-Oeste,Carlos Silva,46,85,2.9
V042782,2024-10-19,159.13,178.24,19.11,Ring Light,Acessórios,Baseus,Marketplace,Sudeste,Eduardo Rocha,16,72,1.8
V042783,2023-04-11,611.66,787.39,175.73,Switch de Rede,Rede,TP-Link,E-commerce,Nordeste,Fernanda Alves,98,64,1.5
V042784,2024-04-12,394.78,426.67,31.89,Tripé,Acessórios,Anker,Loja Física,Nordeste,Fernanda Alves,69,50,1.6
V042785,2023-09-05,109.17,127.82,18.65,Carregador Portátil,Acessórios,Belkin,E-commerce,Norte,Daniela Souza,53,102,1.9
V042786,2023-07-17,775.23,1070.24,295.01,Gabinete,Componentes,NVIDIA,Venda Direta,Centro-Oeste,Daniela Souza,58,35,1.1
V042787,2024-04-03,822.8,1062.57,239.77,SSD,Armazenamento,Western Digital,Marketplace,Norte,Fernanda Alves,35,154,4.8
V042788,2024-02-10,2152.5,2967.44,814.94,Tablet,Eletrônicos,Apple,E-commerce,Sul,Ana Costa,79,49,1.3
V042789,2024-11-28,192.3,202.96,10.66,Teclado,Periféricos,Logitech,Venda Direta,Nordeste,Fernanda Alves,15,101,1.6
V042790,2024-06-28,430.98,517.38,86.4,SSD,Armazenamento,Kingston,Venda Direta,Norte,Bruno Lima,100,9,1.7
V042791,2025-04-24,1392.88,1901.21,508.33,Caixa de Som,Áudio e Vídeo,Philips,Venda Direta,Norte,Carlos Silva,100,35,1.3
V042792,2023-02-11,838.6,1015.2,176.6,SSD,Armazenamento,Kingston,Venda Direta,Norte,Eduardo Rocha,68,37,4.7
V042793,2023-02-09,2667.4,3716.55,1049.15,Processador,Componentes,NVIDIA,E-commerce,Sudeste,Eduardo Rocha,82,144,3.3
V042794,2025-02-21,117.2,136.89,19.69,Cooler,Componentes,NVIDIA,Marketplace,Centro-Oeste,Fernanda Alves,90,26,3.5
V042795,2023-04-15,86.58,87.54,0.96,Memória RAM,Componentes,AMD,Venda Direta,Centro-Oeste,Bruno Lima,96,46,1.3
V042796,2023-11-19,698.12,797.17,99.05,Switch de Rede,Rede,Cisco,Venda Direta,Nordeste,Bruno Lima,88,66,3.3
V042797,2023-10-24,193.65,199.2,5.55,Cooler,Componentes,Intel,Marketplace,Sul,Bruno Lima,4,31,4.2
V042798,2023-08-28,124.66,128.17,3.51,Cooler,Componentes,NVIDIA,Venda Direta,Sul,Daniela Souza,48,75,4.4
V042799,2023-10-03,832.13,1093.79,261.66,Câmera,Áudio e Vídeo,Philips,Loja Física,Sul,Carlos Silva,17,28,4.6
V042800,2023-09-16,1054.06,1376.35,322.29,Câmera,Áudio e Vídeo,JBL,E-commerce,Sul,Ana Costa,68,32,4.0
V042801,2024-05-11,94.78,117.76,22.98,Estabilizador,Componentes,AMD,Loja Física,Centro-Oeste,Carlos Silva,88,78,1.8
V042802,2024-01-18,135.65,136.2,0.55,Gabinete,Componentes,Corsair,E-commerce,Centro-Oeste,Bruno Lima,78,99,1.6
V042803,2024-05-13,251.85,349.76,97.91,Microfone,Áudio e Vídeo,JBL,Venda Direta,Norte,Bruno Lima,33,194,2.3
V042804,2024-08-13,251.27,303.02,51.75,Tripé,Acessórios,Anker,E-commerce,Sudeste,Fernanda Alves,32,18,2.1
V042805,2023-09-29,81.4,94.86,13.46,Leitor de Cartão,Acessórios,Baseus,E-commerce,Sul,Ana Costa,59,142,3.9
V042806,2024-06-20,154.31,216.25,61.94,Teclado,Periféricos,Dell,Loja Física,Nordeste,Fernanda Alves,65,8,2.0
V042807,2023-08-13,420.03,463.84,43.81,Webcam,Periféricos,Dell,Venda Direta,Norte,Eduardo Rocha,12,108,4.8
V042808,2024-07-24,716.97,774.29,57.32,Scanner,Periféricos,Multilaser,Marketplace,Centro-Oeste,Ana Costa,48,7,2.0
V042809,2023-07-08,224.68,283.45,58.77,Switch de Rede,Rede,D-Link,Venda Direta,Sul,Eduardo Rocha,52,94,4.0
V042810,2023-03-03,214.9,248.17,33.27,Fone de Ouvido,Áudio e Vídeo,Bose,Loja Física,Sudeste,Daniela Souza,50,98,3.2
V042811,2023-09-11,1359.7,1887.82,528.12,No-Break,Componentes,Intel,E-commerce,Nordeste,Carlos Silva,5,193,4.1
V042812,2024-02-11,775.56,1073.45,297.89,Monitor,Periféricos,HP,Marketplace,Sul,Eduardo Rocha,64,70,2.2
V042813,2023-08-22,311.4,384.76,73.36,Microfone,Áudio e Vídeo,Sony,Loja Física,Nordeste,Eduardo Rocha,25,195,3.6
V042814,2024-11-19,598.19,668.7,70.51,Smartwatch,Eletrônicos,Apple,Loja Física,Sul,Carlos Silva,11,161,1.4
V042815,2024-05-02,526.38,641.05,114.67,SSD,Armazenamento,Western Digital,Loja Física,Centro-Oeste,Carlos Silva,66,34,4.9
V042816,2025-01-31,605.52,635.59,30.07,Fonte de Alimentação,Componentes,AMD,Venda Direta,Sudeste,Eduardo Rocha,51,76,1.8
V042817,2023-07-04,363.22,418.74,55.52,Carregador Portátil,Acessórios,Baseus,Venda Direta,Sul,Daniela Souza,94,162,3.0
V042818,2024-02-23,528.08,669.9,141.82,Câmera,Áudio e Vídeo,Philips,E-commerce,Sul,Fernanda Alves,45,175,4.9
V042819,2023-08-31,57.94,72.75,14.81,Hub USB,Acessórios,Belkin,Loja Física,Sul,Carlos Silva,18,169,4.8
V042820,2024-08-05,705.11,717.77,12.66,Switch de Rede,Rede,TP-Link,Venda Direta,Norte,Daniela Souza,37,22,3.8
V042821,2024-10-17,196.38,219.57,23.19,Leitor de Cartão,Acessórios,Baseus,E-commerce,Nordeste,Eduardo Rocha,53,113,4.7
V042822,2023-12-05,408.91,564.7,155.79,Ring Light,Acessórios,Anker,Venda Direta,Centro-Oeste,Ana Costa,12,57,4.3
V042823,2024-01-07,108.9,122.18,13.28,Lâmpada Inteligente,Eletrônicos,Samsung,Venda Direta,Sudeste,Bruno Lima,26,156,4.4
V042824,2023-03-19,2136.97,2359.71,222.74,Notebook,Informática,Dell,E-commerce,Centro-Oeste,Carlos Silva,28,106,3.5
V042825,2024-11-25,110.05,125.09,15.04,Mouse,Periféricos,Multilaser,Venda Direta,Sudeste,Ana Costa,9,91,3.3
V042826,2023-04-17,484.78,600.24,115.46,Controle de Videogame,Acessórios,Genérico,Venda Direta,Norte,Bruno Lima,27,27,1.9
V042827,2024-12-02,73.93,94.9,20.97,Hub USB,Acessórios,Genérico,Loja Física,Centro-Oeste,Carlos Silva,97,103,3.3
V042828,2025-02-09,51.27,66.62,15.35,Pen Drive,Armazenamento,Kingston,Venda Direta,Nordeste,Carlos Silva,8,2,3.1
V042829,2023-04-02,134.19,163.77,29.58,Switch de Rede,Rede,TP-Link,Marketplace,Norte,Fernanda Alves,88,140,2.9
V042830,2023-04-22,969.17,1199.13,229.96,Caixa de Som,Áudio e Vídeo,Bose,Venda Direta,Sul,Eduardo Rocha,47,90,3.6
V042831,2023-10-30,173.08,191.06,17.98,Cooler,Componentes,Corsair,Loja Física,Nordeste,Carlos Silva,78,74,4.7
V042832,2024-10-09,297.11,329.27,32.16,TV Box,Áudio e Vídeo,Sony,E-commerce,Sul,Ana Costa,99,73,2.3
V042833,2024-05-19,479.41,606.44,127.03,Smartwatch,Eletrônicos,Apple,Loja Física,Centro-Oeste,Ana Costa,44,41,1.9
V042834,2023-08-31,171.42,190.14,18.72,Ring Light,Acessórios,Anker,Loja Física,Norte,Eduardo Rocha,99,25,1.6
V042835,2024-02-13,293.77,341.52,47.75,Fone de Ouvido,Áudio e Vídeo,Sony,Loja Física,Norte,Bruno Lima,34,77,4.3
V042836,2024-02-11,50.83,64.1,13.27,Lâmpada Inteligente,Eletrônicos,Apple,Marketplace,Nordeste,Bruno Lima,48,116,3.9
V042837,2023-12-24,302.75,397.06,94.31,Fone de Ouvido,Áudio e Vídeo,Bose,Venda Direta,Sudeste,Ana Costa,60,137,2.4
V042838,2024-07-31,936.93,992.94,56.01,Monitor,Periféricos,Multilaser,E-commerce,Centro-Oeste,Eduardo Rocha,9,37,4.8
V042839,2024-07-03,265.94,290.0,24.06,Roteador,Rede,Cisco,E-commerce,Sul,Daniela Souza,33,109,2.7
V042840,2023-07-03,180.15,241.36,61.21,Pen Drive,Armazenamento,Western Digital,Marketplace,Sul,Carlos Silva,61,136,2.9
V042841,2023-01-16,192.55,253.01,60.46,Pen Drive,Armazenamento,Western Digital,E-commerce,Norte,Ana Costa,39,23,3.0
V042842,2024-12-10,1372.28,1380.75,8.47,Placa Mãe,Componentes,NVIDIA,E-commerce,Norte,Bruno Lima,52,118,3.0
V042843,2024-04-22,109.89,149.19,39.3,Controle de Videogame,Acessórios,Anker,Marketplace,Nordeste,Daniela Souza,53,39,4.4
V042844,2024-11-28,986.29,1020.28,33.99,HD Externo,Armazenamento,Seagate,Loja Física,Norte,Fernanda Alves,84,126,3.3
V042845,2024-01-12,2864.93,3908.17,1043.24,Smartphone,Eletrônicos,Samsung,Loja Física,Centro-Oeste,Bruno Lima,38,135,2.2
V042846,2024-05-02,3239.49,3622.64,383.15,Smartphone,Eletrônicos,Apple,Venda Direta,Sul,Fernanda Alves,19,20,3.1
V042847,2023-02-18,74.47,100.04,25.57,Teclado,Periféricos,Dell,Marketplace,Centro-Oeste,Fernanda Alves,98,128,2.9
V042848,2024-02-24,348.08,400.96,52.88,Dock Station,Periféricos,HP,Venda Direta,Sul,Bruno Lima,58,50,4.8
V042849,2024-06-28,450.57,637.04,186.47,Microfone,Áudio e Vídeo,Sony,Marketplace,Sul,Bruno Lima,14,10,3.1
V042850,2024-05-21,4618.91,5274.76,655.85,Tablet,Eletrônicos,Apple,Marketplace,Norte,Eduardo Rocha,66,91,3.7
V042851,2024-07-29,248.34,260.67,12.33,Memória RAM,Componentes,AMD,E-commerce,Norte,Bruno Lima,41,175,2.1
V042852,2024-12-31,677.21,932.71,255.5,Smartwatch,Eletrônicos,Samsung,Marketplace,Nordeste,Fernanda Alves,30,157,4.8
V042853,2025-02-14,64.04,75.2,11.16,Teclado,Periféricos,Logitech,Venda Direta,Norte,Ana Costa,15,2,2.9
V042854,2023-12-06,1629.47,2262.25,632.78,Placa de Vídeo,Componentes,Corsair,Venda Direta,Centro-Oeste,Bruno Lima,96,95,3.3
V042855,2023-11-03,70.44,82.61,12.17,TV Box,Áudio e Vídeo,Sony,Marketplace,Centro-Oeste,Daniela Souza,44,160,1.4
V042856,2023-08-29,704.2,824.58,120.38,Estabilizador,Componentes,AMD,E-commerce,Nordeste,Ana Costa,20,137,1.3
V042857,2024-04-23,789.45,855.74,66.29,Smartwatch,Eletrônicos,Apple,E-commerce,Nordeste,Eduardo Rocha,89,126,4.3
V042858,2023-01-13,120.29,162.15,41.86,Lâmpada Inteligente,Eletrônicos,LG,E-commerce,Norte,Eduardo Rocha,22,8,2.7
V042859,2023-04-23,4549.43,4597.19,47.76,Tablet,Eletrônicos,Xiaomi,E-commerce,Nordeste,Fernanda Alves,88,127,4.5
V042860,2023-09-28,1770.05,1908.02,137.97,Placa de Vídeo,Componentes,NVIDIA,E-commerce,Sudeste,Daniela Souza,91,85,3.3
V042861,2024-01-18,296.61,323.89,27.28,Switch de Rede,Rede,D-Link,Venda Direta,Sul,Bruno Lima,1,161,3.1
V042862,2024-07-26,252.74,356.23,103.49,Monitor,Periféricos,Dell,Venda Direta,Centro-Oeste,Bruno Lima,71,120,2.0
V042863,2024-12-28,339.27,390.33,51.06,Ring Light,Acessórios,Anker,E-commerce,Centro-Oeste,Ana Costa,91,129,1.0
V042864,2024-11-03,570.39,796.84,226.45,Câmera,Áudio e Vídeo,JBL,E-commerce,Centro-Oeste,Daniela Souza,57,5,3.3
V042865,2023-03-05,1463.03,1924.87,461.84,Câmera,Áudio e Vídeo,Bose,Marketplace,Nordeste,Fernanda Alves,31,52,2.5
V042866,2025-01-20,1116.15,1296.93,180.78,Monitor,Periféricos,HP,Loja Física,Sudeste,Daniela Souza,60,148,1.1
V042867,2023-08-31,231.64,266.97,35.33,Microfone,Áudio e Vídeo,Bose,Venda Direta,Centro-Oeste,Fernanda Alves,76,115,4.6
V042868,2024-05-01,1240.18,1466.1,225.92,SSD,Armazenamento,Kingston,Marketplace,Centro-Oeste,Bruno Lima,55,31,2.8
V042869,2023-11-25,593.99,734.09,140.1,No-Break,Componentes,NVIDIA,Marketplace,Sul,Daniela Souza,100,178,2.7
V042870,2023-12-18,183.34,191.08,7.74,Controle de Videogame,Acessórios,Genérico,Loja Física,Norte,Fernanda Alves,98,118,1.5
V042871,2023-09-27,100.29,115.36,15.07,Mouse,Periféricos,Dell,Loja Física,Nordeste,Daniela Souza,43,181,2.6
V042872,2023-10-31,284.4,324.32,39.92,Roteador,Rede,TP-Link,Loja Física,Sudeste,Ana Costa,39,75,2.3
V042873,2023-12-01,978.78,1100.44,121.66,Roteador,Rede,Ubiquiti,Loja Física,Centro-Oeste,Eduardo Rocha,12,96,1.9
V042874,2023-05-20,239.25,314.71,75.46,Tripé,Acessórios,Belkin,Venda Direta,Norte,Bruno Lima,11,97,4.8
V042875,2023-03-28,81.26,114.82,33.56,Hub USB,Acessórios,Genérico,Loja Física,Centro-Oeste,Ana Costa,6,179,2.3
V042876,2023-10-24,463.99,574.82,110.83,Caixa de Som,Áudio e Vídeo,Philips,Loja Física,Nordeste,Fernanda Alves,84,50,1.5
V042877,2023-11-14,515.57,611.72,96.15,Caixa de Som,Áudio e Vídeo,Bose,E-commerce,Sul,Bruno Lima,65,0,3.6
V042878,2023-08-20,198.86,233.57,34.71,Pen Drive,Armazenamento,Western Digital,Loja Física,Nordeste,Bruno Lima,42,123,4.0
V042879,2025-03-05,1055.64,1210.69,155.05,Tablet,Eletrônicos,LG,Venda Direta,Nordeste,Carlos Silva,62,64,2.2
V042880,2023-05-10,1326.52,1371.82,45.3,Smartwatch,Eletrônicos,Apple,Loja Física,Sul,Ana Costa,34,196,2.2
V042881,2023-02-05,207.17,210.57,3.4,Switch de Rede,Rede,Ubiquiti,Venda Direta,Nordeste,Fernanda Alves,25,70,2.2
V042882,2023-04-16,960.26,1034.23,73.97,TV Box,Áudio e Vídeo,JBL,Loja Física,Sudeste,Fernanda Alves,75,86,3.9
V042883,2024-08-16,143.62,202.13,58.51,Hub USB,Acessórios,Anker,Loja Física,Centro-Oeste,Daniela Souza,26,172,3.8
V042884,2024-05-13,2620.2,3018.0,397.8,Tablet,Eletrônicos,Xiaomi,E-commerce,Sul,Ana Costa,27,124,3.0
V042885,2024-05-31,570.68,661.74,91.06,Fonte de Alimentação,Componentes,NVIDIA,E-commerce,Nordeste,Fernanda Alves,64,163,2.2
V042886,2025-04-03,1471.99,1672.83,200.84,Câmera,Áudio e Vídeo,Sony,Loja Física,Centro-Oeste,Ana Costa,27,73,3.5
V042887,2024-09-20,723.86,902.2,178.34,SSD,Armazenamento,Kingston,Marketplace,Sul,Carlos Silva,84,48,3.0
V042888,2023-11-13,434.22,522.16,87.94,Impressora,Periféricos,Logitech,Loja Física,Centro-Oeste,Ana Costa,77,98,3.4
V042889,2023-11-01,2883.29,3330.64,447.35,Placa de Vídeo,Componentes,Intel,Marketplace,Sudeste,Ana Costa,88,163,3.7
V042890,2024-01-02,554.58,589.64,35.06,Memória RAM,Componentes,NVIDIA,Marketplace,Norte,Daniela Souza,9,182,2.7
V042891,2024-07-07,150.73,173.15,22.42,Teclado,Periféricos,HP,Marketplace,Norte,Bruno Lima,65,67,3.3
V042892,2023-12-17,1397.12,1844.24,447.12,SSD,Armazenamento,Western Digital,Marketplace,Nordeste,Ana Costa,59,149,3.6
V042893,2023-09-20,331.5,407.25,75.75,Carregador Portátil,Acessórios,Belkin,Venda Direta,Sudeste,Bruno Lima,4,177,2.8
V042894,2023-04-02,656.85,702.26,45.41,Monitor,Periféricos,Dell,Loja Física,Sul,Ana Costa,23,54,1.7
V042895,2023-09-13,1202.97,1448.1,245.13,Câmera,Áudio e Vídeo,Bose,Loja Física,Sul,Daniela Souza,42,82,2.2
V042896,2023-12-15,189.75,202.79,13.04,Hub USB,Acessórios,Genérico,Venda Direta,Sul,Bruno Lima,99,180,3.6
V042897,2024-11-19,1211.97,1427.46,215.49,Monitor,Periféricos,Dell,Marketplace,Nordeste,Ana Costa,65,138,2.3
V042898,2023-03-14,98.06,108.39,10.33,Lâmpada Inteligente,Eletrônicos,Xiaomi,Venda Direta,Sudeste,Eduardo Rocha,35,111,4.8
V042899,2024-01-15,93.39,116.66,23.27,Pen Drive,Armazenamento,Seagate,Loja Física,Norte,Fernanda Alves,32,6,2.1
V042900,2025-03-06,1418.82,1977.63,558.81,SSD,Armazenamento,Seagate,Venda Direta,Sudeste,Daniela Souza,97,88,3.1
V042901,2023-08-27,1211.78,1708.87,497.09,Monitor,Periféricos,Multilaser,Venda Direta,Nordeste,Ana Costa,80,46,2.4
V042902,2023-12-13,943.41,1036.36,92.95,Switch de Rede,Rede,Ubiquiti,E-commerce,Nordeste,Eduardo Rocha,22,175,3.2
V042903,2023-11-20,414.72,416.43,1.71,Ring Light,Acessórios,Genérico,Venda Direta,Sudeste,Ana Costa,2,103,3.0
V042904,2023-12-11,553.72,594.01,40.29,Impressora,Periféricos,HP,Venda Direta,Sul,Bruno Lima,71,90,4.0
V042905,2024-04-22,843.18,946.67,103.49,Impressora,Periféricos,Multilaser,Venda Direta,Sul,Fernanda Alves,69,60,1.4
V042906,2025-01-30,3984.26,4972.14,987.88,Processador,Componentes,NVIDIA,Loja Física,Sudeste,Daniela Souza,12,194,4.7
V042907,2023-03-24,186.76,199.2,12.44,Pen Drive,Armazenamento,Kingston,Loja Física,Sudeste,Bruno Lima,57,162,3.8
V042908,2023-11-18,158.25,167.08,8.83,Pen Drive,Armazenamento,Western Digital,Venda Direta,Norte,Bruno Lima,60,114,2.4
V042909,2023-05-24,542.63,641.97,99.34,Dock Station,Periféricos,Multilaser,Marketplace,Centro-Oeste,Daniela Souza,38,76,1.0
V042910,2025-02-23,4332.43,4986.26,653.83,Processador,Componentes,AMD,E-commerce,Sudeste,Ana Costa,93,85,3.4
V042911,2025-01-23,150.11,179.84,29.73,Fone de Ouvido,Áudio e Vídeo,Sony,Loja Física,Centro-Oeste,Daniela Souza,41,48,4.6
V042912,2024-04-02,82.72,94.99,12.27,Memória RAM,Componentes,Corsair,Venda Direta,Norte,Bruno Lima,14,158,3.3
V042913,2023-11-13,5826.02,6053.27,227.25,Projetor,Áudio e Vídeo,Philips,Loja Física,Centro-Oeste,Daniela Souza,28,21,1.5
V042914,2023-09-10,349.87,457.61,107.74,Memória RAM,Componentes,Corsair,Loja Física,Norte,Eduardo Rocha,58,103,1.1
V042915,2025-01-12,329.22,411.26,82.04,Carregador Portátil,Acessórios,Belkin,Loja Física,Centro-Oeste,Eduardo Rocha,90,167,1.6
V042916,2023-03-10,261.48,356.1,94.62,Webcam,Periféricos,Dell,Marketplace,Centro-Oeste,Daniela Souza,35,87,4.3
V042917,2023-04-10,140.83,181.53,40.7,Carregador Portátil,Acessórios,Baseus,Marketplace,Sul,Ana Costa,73,162,3.6
V042918,2023-07-12,1066.93,1136.24,69.31,Monitor,Periféricos,Dell,Venda Direta,Sudeste,Fernanda Alves,17,179,1.4
V042919,2023-07-01,167.26,183.16,15.9,Fone de Ouvido,Áudio e Vídeo,Bose,Marketplace,Sudeste,Ana Costa,51,80,4.8
V042920,2025-04-24,463.06,529.57,66.51,Impressora,Periféricos,Dell,E-commerce,Sul,Ana Costa,52,42,3.3
V042921,2024-06-13,1384.09,1950.02,565.93,SSD,Armazenamento,Seagate,Venda Direta,Norte,Eduardo Rocha,39,36,4.4
V042922,2023-02-11,438.97,467.88,28.91,Impressora,Periféricos,HP,Marketplace,Nordeste,Carlos Silva,91,111,2.8
V042923,2024-08-18,187.75,243.82,56.07,Webcam,Periféricos,Dell,Loja Física,Nordeste,Fernanda Alves,37,80,3.0
V042924,2024-11-06,1322.18,1782.85,460.67,Impressora,Periféricos,HP,Loja Física,Sul,Daniela Souza,71,90,2.9
V042925,2023-11-20,392.6,395.51,2.91,Estabilizador,Componentes,Corsair,Venda Direta,Centro-Oeste,Fernanda Alves,8,91,3.5
V042926,2023-11-02,179.57,239.98,60.41,Dock Station,Periféricos,HP,Loja Física,Centro-Oeste,Carlos Silva,100,168,3.9
V042927,2023-08-18,1021.02,1088.62,67.6,Impressora,Periféricos,HP,Marketplace,Sudeste,Daniela Souza,82,14,1.9
V042928,2024-08-13,894.12,1101.55,207.43,Caixa de Som,Áudio e Vídeo,Philips,Venda Direta,Sudeste,Ana Costa,53,139,3.2
V042929,2024-07-18,137.04,138.28,1.24,Lâmpada Inteligente,Eletrônicos,LG,E-commerce,Sul,Fernanda Alves,97,196,3.7
V042930,2024-09-05,5936.61,7471.22,1534.61,Projetor,Áudio e Vídeo,Sony,E-commerce,Nordeste,Carlos Silva,72,22,4.6
V042931,2023-06-18,224.9,307.66,82.76,Ring Light,Acessórios,Anker,Venda Direta,Norte,Ana Costa,58,162,4.8
V042932,2024-08-09,713.51,829.41,115.9,Gabinete,Componentes,NVIDIA,Marketplace,Sudeste,Ana Costa,84,25,2.9
V042933,2024-06-26,849.68,1109.8,260.12,SSD,Armazenamento,Seagate,E-commerce,Sudeste,Daniela Souza,42,124,2.3
V042934,2024-07-29,440.04,467.14,27.1,Microfone,Áudio e Vídeo,JBL,Venda Direta,Sudeste,Ana Costa,45,155,4.4
V042935,2025-01-24,247.66,257.55,9.89,Fonte de Alimentação,Componentes,Intel,Loja Física,Nordeste,Daniela Souza,95,16,2.9
V042936,2023-07-30,98.23,98.63,0.4,Teclado,Periféricos,Dell,Loja Física,Centro-Oeste,Daniela Souza,40,125,3.4
V042937,2025-03-22,984.57,1394.38,409.81,Fonte de Alimentação,Componentes,Intel,Loja Física,Sudeste,Daniela Souza,22,198,4.6
V042938,2025-02-06,134.8,165.72,30.92,Teclado,Periféricos,Logitech,Marketplace,Centro-Oeste,Daniela Souza,23,136,3.5
V042939,2024-10-26,108.2,144.12,35.92,Microfone,Áudio e Vídeo,Bose,Marketplace,Sudeste,Bruno Lima,7,16,3.3
V042940,2023-01-04,152.58,172.38,19.8,Teclado,Periféricos,Logitech,Marketplace,Nordeste,Bruno Lima,3,156,4.6
V042941,2024-05-05,476.02,499.84,23.82,Tripé,Acessórios,Anker,Marketplace,Sul,Carlos Silva,80,121,3.6
V042942,2023-05-08,471.78,547.27,75.49,Caixa de Som,Áudio e Vídeo,JBL,E-commerce,Sudeste,Bruno Lima,77,92,2.4
V042943,2024-07-20,145.02,158.97,13.95,Hub USB,Acessórios,Genérico,Marketplace,Sul,Bruno Lima,41,4,3.7
V042944,2023-10-21,143.12,197.4,54.28,Adaptador Bluetooth,Acessórios,Belkin,Loja Física,Nordeste,Fernanda Alves,69,23,3.7
V042945,2024-05-14,175.08,206.44,31.36,Estabilizador,Componentes,Corsair,Venda Direta,Sul,Ana Costa,39,3,2.1
V042946,2023-02-27,5959.46,7453.52,1494.06,Placa de Vídeo,Componentes,Corsair,Marketplace,Sul,Daniela Souza,79,76,2.7
V042947,2025-03-15,477.06,551.81,74.75,Controle de Videogame,Acessórios,Baseus,Loja Física,Norte,Bruno Lima,23,40,1.9
V042948,2024-04-17,1347.65,1706.97,359.32,Placa Mãe,Componentes,Corsair,Marketplace,Sul,Carlos Silva,4,77,1.8
V042949,2023-09-30,469.8,660.49,190.69,HD Externo,Armazenamento,SanDisk,Loja Física,Nordeste,Fernanda Alves,74,102,4.0
V042950,2024-02-09,487.52,667.0,179.48,Controle de Videogame,Acessórios,Baseus,Loja Física,Sul,Bruno Lima,67,134,1.5
V042951,2023-06-26,121.37,149.26,27.89,Roteador,Rede,D-Link,E-commerce,Sul,Fernanda Alves,79,112,4.5
V042952,2024-04-03,331.87,395.27,63.4,Controle de Videogame,Acessórios,Anker,Loja Física,Nordeste,Daniela Souza,45,189,4.6
V042953,2025-04-04,477.13,643.21,166.08,Placa Mãe,Componentes,AMD,Venda Direta,Nordeste,Eduardo Rocha,61,103,1.2
V042954,2023-04-11,710.65,729.79,19.14,TV Box,Áudio e Vídeo,JBL,Loja Física,Sul,Carlos Silva,68,76,2.9
V042955,2024-11-08,3568.19,4133.24,565.05,Placa de Vídeo,Componentes,AMD,Venda Direta,Sudeste,Bruno Lima,34,185,3.3
V042956,2024-11-11,397.21,503.25,106.04,Ring Light,Acessórios,Baseus,Loja Física,Nordeste,Eduardo Rocha,55,46,4.9
V042957,2024-01-26,430.96,441.35,10.39,Carregador Portátil,Acessórios,Belkin,Loja Física,Nordeste,Bruno Lima,23,87,3.8
V042958,2023-07-17,172.75,223.91,51.16,Pen Drive,Armazenamento,Seagate,E-commerce,Sul,Carlos Silva,59,114,4.4
V042959,2024-02-12,6984.28,9309.42,2325.14,Projetor,Áudio e Vídeo,Philips,Loja Física,Sul,Daniela Souza,68,175,3.9
V042960,2024-04-18,344.1,388.89,44.79,Microfone,Áudio e Vídeo,Philips,Venda Direta,Centro-Oeste,Ana Costa,64,56,3.1
V042961,2024-11-14,1039.84,1099.32,59.48,Câmera,Áudio e Vídeo,Bose,Marketplace,Sudeste,Daniela Souza,78,19,3.3
V042962,2023-08-06,6808.37,7985.18,1176.81,Notebook,Informática,Lenovo,Marketplace,Norte,Carlos Silva,55,129,1.0
V042963,2024-01-02,381.31,425.97,44.66,Webcam,Periféricos,Logitech,Loja Física,Centro-Oeste,Fernanda Alves,37,55,3.1
V042964,2023-07-15,55.61,59.16,3.55,Cooler,Componentes,AMD,Loja Física,Sul,Eduardo Rocha,91,170,3.9
V042965,2023-09-21,648.54,689.91,41.37,TV Box,Áudio e Vídeo,JBL,Marketplace,Sul,Carlos Silva,6,175,1.1
V042966,2023-12-10,337.75,345.5,7.75,Caixa de Som,Áudio e Vídeo,JBL,E-commerce,Sudeste,Ana Costa,40,81,3.0
V042967,2024-12-17,228.54,238.01,9.47,Controle de Videogame,Acessórios,Belkin,E-commerce,Norte,Carlos Silva,47,131,3.9
V042968,2023-05-07,1498.48,1853.17,354.69,SSD,Armazenamento,Kingston,Marketplace,Norte,Fernanda Alves,20,24,2.7
V042969,2023-09-26,2989.09,3540.05,550.96,Smartphone,Eletrônicos,LG,Loja Física,Norte,Daniela Souza,60,139,3.8
V042970,2023-04-27,334.84,473.36,138.52,Monitor,Periféricos,Logitech,Loja Física,Sudeste,Carlos Silva,30,47,1.9
